eventstart,eventend,name,type,subtype,subsubtype,description,source,scheduled,eventstart_CET,eventend_CET
"24.06.2011 08:30:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"24.06.2011 14:30:00","NaT"
"24.06.2011 08:30:00","NaT","US GDP, GDP Price Index, PCE","Macro Release","US","GDP, GDP Price Index, PCE","","Bloomberg",1,"24.06.2011 14:30:00","NaT"
"26.06.2011 12:00:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","Over the course of Sunday four more PASOK MPs announce they will consider opposing the governments critical austerity bill.","Bahaj (2019)",0,"26.06.2011 18:00:00","NaT"
"26.06.2011 19:00:00","NaT","UK Hometrack Housing Survey","Macro Release","UK","Hometrack Housing Survey","","Bloomberg",1,"27.06.2011 01:00:00","NaT"
"26.06.2011 22:00:00","NaT","CN Industrial Profits","Macro Release","CN","Industrial Profits","","Bloomberg",1,"27.06.2011 04:00:00","NaT"
"27.06.2011 02:00:00","NaT","FI Business and Consumer Confidence","Macro Release","FI","Business and Consumer Confidence","","Bloomberg",1,"27.06.2011 08:00:00","NaT"
"27.06.2011 02:00:00","NaT","FI Consumer Confidence","Macro Release","FI","Consumer Confidence","","Bloomberg",1,"27.06.2011 08:00:00","NaT"
"27.06.2011 02:00:00","NaT","FI Retail Sales & FI Retail Sales Volume","Macro Release","FI","Retail Sales & FI Retail Sales Volume","","Bloomberg",1,"27.06.2011 08:00:00","NaT"
"27.06.2011 03:30:00","NaT","SE Trade Balance","Macro Release","SE","Trade Balance","","Bloomberg",1,"27.06.2011 09:30:00","NaT"
"27.06.2011 05:00:00","NaT","IT Auction Result Bill","Auction","IT Result","Bill","","Bloomberg",1,"27.06.2011 11:00:00","NaT"
"27.06.2011 05:00:00","NaT","IT Auction Result Bond or Note","Auction","IT Result","Bond or Note","","Bloomberg",1,"27.06.2011 11:00:00","NaT"
"27.06.2011 05:05:00","NaT","DE Auction Result Bill","Auction","DE Result","Bill","ISIN DE0001115889","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"27.06.2011 11:05:00","NaT"
"27.06.2011 06:30:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Stark Speaks at Conference in Berlin, ECB's Stark speaks in Berlin","Bloomberg",0,"27.06.2011 12:30:00","NaT"
"27.06.2011 09:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"27.06.2011 15:00:00","NaT"
"27.06.2011 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795X63","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110627_1.pdf",1,"27.06.2011 17:00:00","NaT"
"27.06.2011 11:00:00","NaT","Fed: Speech by FOMC member","Central Bank","Fed","Speech by FOMC member","Narayana Kocherlakota: Speech, Tri-State Bankers Summit, Big Sky, Mont. , Re-thinking Leverage Subsidies","https://www.stlouisfed.org/en/fomcspeak",0,"27.06.2011 17:00:00","NaT"
"27.06.2011 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 9127953Z2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110623_6.pdf",1,"27.06.2011 17:35:00","NaT"
"27.06.2011 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 9127953L3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110623_5.pdf",1,"27.06.2011 17:35:00","NaT"
"27.06.2011 13:00:00","NaT","Fed: Speech by FOMC member","Central Bank","Fed","Speech by FOMC member","Thomas Hoenig: Speech, Pew Financial Reform Project and New York University Stern School of Business, Washington, D.C., Do SIFIs Have a Future?","https://www.stlouisfed.org/en/fomcspeak",0,"27.06.2011 19:00:00","NaT"
"27.06.2011 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828RA0","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110623_4.pdf",1,"27.06.2011 19:05:00","NaT"
"27.06.2011 17:59:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","Greek PM Papandreou called on his party deputies to ""do their duty"" and vote for Greece's austerity package. FM Venzilos repeated the calls.","Bahaj (2019)",0,"27.06.2011 23:59:00","NaT"
"27.06.2011 19:45:00","NaT","JP Retail Sales","Macro Release","JP","Retail Sales","","Bloomberg",1,"28.06.2011 01:45:00","NaT"
"28.06.2011 02:00:00","NaT","DE Import Price Index","Macro Release","DE","Import Price Index","","Bloomberg",1,"28.06.2011 08:00:00","NaT"
"28.06.2011 04:00:00","NaT","DE CPI Hesse","Macro Release","DE","CPI Hesse","","Bloomberg",1,"28.06.2011 10:00:00","NaT"
"28.06.2011 05:00:00","NaT","IT Auction Result Bond or Note","Auction","IT Result","Bond or Note","","Bloomberg",1,"28.06.2011 11:00:00","NaT"
"28.06.2011 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"28.06.2011 11:15:00","NaT"
"28.06.2011 05:16:00","NaT","BoE: Speech by Governor","Central Bank","BoE","Speech by Governor","Miles: is far from being confortable on current UK inflation rate","",0,"28.06.2011 11:16:00","NaT"
"28.06.2011 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"28.06.2011 15:00:00","NaT"
"28.06.2011 10:00:00","NaT","US Conference Board Indices","Macro Release","US","Conference Board Indices","","Bloomberg",1,"28.06.2011 16:00:00","NaT"
"28.06.2011 10:13:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","The new centre right government released its program for the next four years, vowing it will ""be more ambitious"" and go beyond terms set out under the €78bn bailout.","Bahaj (2019)",0,"28.06.2011 16:13:00","NaT"
"28.06.2011 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 9127953W9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110623_3.pdf",1,"28.06.2011 17:35:00","NaT"
"28.06.2011 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795X63","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110627_1.pdf",1,"28.06.2011 17:35:00","NaT"
"28.06.2011 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828QR4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110623_2.pdf",1,"28.06.2011 19:05:00","NaT"
"28.06.2011 19:45:00","NaT","JP Capacity Utilization & JP Industrial Production","Macro Release","JP","Capacity Utilization & JP Industrial Production","","Bloomberg",1,"29.06.2011 01:45:00","NaT"
"29.06.2011 03:00:00","NaT","ES Retail Sales","Macro Release","ES","Retail Sales","","Bloomberg",1,"29.06.2011 09:00:00","NaT"
"29.06.2011 04:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"29.06.2011 10:30:00","NaT"
"29.06.2011 05:05:00","NaT","DE Auction Result Note","Auction","DE Result","Note","ISIN DE0001141604","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"29.06.2011 11:05:00","NaT"
"29.06.2011 09:00:00","NaT","Fed: Ad Hoc Press Release","Central Bank","Fed","Ad Hoc Press Release","The Bank of Canada, the Bank of England, the European Central Bank, the Federal Reserve, and the Swiss National Bank today announced an extension of the existing temporary U.S. dollar liquidity swap arrangements through August 1, 2012. The Bank of Japan will consider the extension at its next Monetary Policy Meeting. The swap arrangements, established in May 2010, had been authorized through August 1, 2011.","",0,"29.06.2011 15:00:00","NaT"
"29.06.2011 09:00:00","NaT","ECB: Ad Hoc Press Release","Central Bank","ECB","Ad Hoc Press Release","PR: extend liquidity swap lines with Fed","",0,"29.06.2011 15:00:00","NaT"
"29.06.2011 09:00:00","NaT","BoE: Ad Hoc Press Release","Central Bank","BoE","Ad Hoc Press Release","extends USD swap lines with FED","",0,"29.06.2011 15:00:00","NaT"
"29.06.2011 09:06:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","In parliament, the Greek government gains sufficient votes to approve the first part of an austerity bill critical to securing the next loan tranche.","Bahaj (2019)",0,"29.06.2011 15:06:00","NaT"
"29.06.2011 09:15:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","Dozens of people are injured following clashes with police after the government vote approving the first part of an austerity bill. {Timing taken from first reports of violence}","Bahaj (2019)",0,"29.06.2011 15:15:00","NaT"
"29.06.2011 11:00:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Orphanides Speaking in Nicosia","Bloomberg",0,"29.06.2011 17:00:00","NaT"
"29.06.2011 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828QT0","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110623_1.pdf",1,"29.06.2011 19:05:00","NaT"
"29.06.2011 17:59:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","Finance minister Giulio Tremonti spoke to the press about the latest austerity programme in Italy ahead of the formal budget presentation and signalled Eur47bn of cuts by 2014.","Bahaj (2019)",0,"29.06.2011 23:59:00","NaT"
"29.06.2011 19:15:00","NaT","JP Markit/JMMA Manufacturing PMI","Macro Release","JP","Markit/JMMA Manufacturing PMI","","Bloomberg",1,"30.06.2011 01:15:00","NaT"
"29.06.2011 19:45:00","NaT","JP Foreign Investment","Macro Release","JP","Foreign Investment","","Bloomberg",1,"30.06.2011 01:45:00","NaT"
"30.06.2011 02:45:00","NaT","FR PPI","Macro Release","FR","PPI","","Bloomberg",1,"30.06.2011 08:45:00","NaT"
"30.06.2011 03:00:00","30.06.2011 05:20:00","ECB: Speech by President","Central Bank","ECB","Speech by President","Trichet: Hearing at the Committee on Economic and Monetary Affairs of the European Parliament","https://multimedia.europarl.europa.eu/en/committee-on-economic-and-monetary-affairs_20110630-0900-COMMITTEE-ECON_vd",1,"30.06.2011 09:00:00","30.06.2011 11:20:00"
"30.06.2011 03:00:00","NaT","ECB: Speech by President","Central Bank","ECB","Speech by President","ECB's Trichet Speaks at European Parliament in Brussels","Bloomberg",0,"30.06.2011 09:00:00","NaT"
"30.06.2011 04:00:00","NaT","NO Retail Sales","Macro Release","NO","Retail Sales","","Bloomberg",1,"30.06.2011 10:00:00","NaT"
"30.06.2011 05:00:00","NaT","IT CPI","Macro Release","IT","CPI","","Bloomberg",1,"30.06.2011 11:00:00","NaT"
"30.06.2011 06:00:00","NaT","PT Industrial Production","Macro Release","PT","Industrial Production","","Bloomberg",1,"30.06.2011 12:00:00","NaT"
"30.06.2011 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"30.06.2011 14:30:00","NaT"
"30.06.2011 09:00:00","NaT","BE Budget Balance","Macro Release","BE","Budget Balance","","Bloomberg",1,"30.06.2011 15:00:00","NaT"
"30.06.2011 09:45:00","NaT","US Chicago Purchasing Manager","Macro Release","US","Chicago Purchasing Manager","","Bloomberg",1,"30.06.2011 15:45:00","NaT"
"30.06.2011 10:00:00","NaT","Fed: Speech by FOMC member","Central Bank","Fed","Speech by FOMC member","James Bullard: Presentation, Quantitative Easing (QE) Conference, Federal Reserve Bank of St. Louis, St. Louis, Mo., QE2: An Assessment","https://www.stlouisfed.org/en/fomcspeak",0,"30.06.2011 16:00:00","NaT"
"30.06.2011 10:15:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","The second component of the budget bill also passes with sufficient votes.","Bahaj (2019)",0,"30.06.2011 16:15:00","NaT"
"30.06.2011 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 9127954A6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110630_1.pdf",1,"30.06.2011 17:00:00","NaT"
"30.06.2011 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 9127953M1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110630_2.pdf",1,"30.06.2011 17:00:00","NaT"
"30.06.2011 14:08:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","Italian budget is announced in full and approved by the cabinet.","Bahaj (2019)",0,"30.06.2011 20:08:00","NaT"
"30.06.2011 19:30:00","NaT","JP Household Spending & JP Overall Household Spending","Macro Release","JP","Household Spending & JP Overall Household Spending","","Bloomberg",1,"01.07.2011 01:30:00","NaT"
"30.06.2011 21:00:00","NaT","CN PMI","Macro Release","CN","PMI","","Bloomberg",1,"01.07.2011 03:00:00","NaT"
"30.06.2011 22:30:00","NaT","CN HSBC Manufacturing PMI","Macro Release","CN","HSBC Manufacturing PMI","","Bloomberg",1,"01.07.2011 04:30:00","NaT"
"01.07.2011 03:00:00","NaT","NO Unemployment Rate","Macro Release","NO","Unemployment Rate","","Bloomberg",1,"01.07.2011 09:00:00","NaT"
"01.07.2011 07:45:00","NaT","BE Unemployment Rate","Macro Release","BE","Unemployment Rate","","Bloomberg",1,"01.07.2011 13:45:00","NaT"
"01.07.2011 09:45:00","NaT","US University of Michigan Surveys","Macro Release","US","University of Michigan Surveys","","Bloomberg",1,"01.07.2011 15:45:00","NaT"
"01.07.2011 10:00:00","NaT","US ISM Releases","Macro Release","US","ISM Releases","","Bloomberg",1,"01.07.2011 16:00:00","NaT"
"01.07.2011 17:00:00","NaT","US Car Sales","Macro Release","US","Car Sales","","Bloomberg",1,"01.07.2011 23:00:00","NaT"
"02.07.2011 21:00:00","NaT","CN PMI","Macro Release","CN","PMI","","Bloomberg",1,"03.07.2011 03:00:00","NaT"
"04.07.2011 01:37:00","NaT","Ad Hoc: Sovereign Credit Ratings","Ad Hoc","Sovereign Credit Ratings","","Standard & Poor's: ""Debt Rollover Proposal Could Result in a Selective Default for Greece"" Statement","",0,"04.07.2011 07:37:00","NaT"
"04.07.2011 03:00:00","NaT","ES Unemployment Net","Macro Release","ES","Unemployment Net","","Bloomberg",1,"04.07.2011 09:00:00","NaT"
"04.07.2011 03:15:00","NaT","CH Retail Sales","Macro Release","CH","Retail Sales","","Bloomberg",1,"04.07.2011 09:15:00","NaT"
"04.07.2011 04:00:00","NaT","ES Consumer Confidence","Macro Release","ES","Consumer Confidence","","Bloomberg",1,"04.07.2011 10:00:00","NaT"
"04.07.2011 04:30:00","NaT","EA Sentix Investor Confidence","Macro Release","EA","Sentix Investor Confidence","","Bloomberg",1,"04.07.2011 10:30:00","NaT"
"04.07.2011 05:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"04.07.2011 11:00:00","NaT"
"04.07.2011 21:30:00","NaT","JP Earnings Data","Macro Release","JP","Earnings Data","","Bloomberg",1,"05.07.2011 03:30:00","NaT"
"04.07.2011 22:30:00","NaT","CN HSBC Composite PMI & CN HSBC Services PMI","Macro Release","CN","HSBC Composite PMI & CN HSBC Services PMI","","Bloomberg",1,"05.07.2011 04:30:00","NaT"
"05.07.2011 00:30:00","NaT","RBA: Press Release","Central Bank","RBA","Press Release","","",1,"05.07.2011 06:30:00","NaT"
"05.07.2011 03:30:00","NaT","Riksbank: Press Release","Central Bank","Riksbank","Press Release","Repo Rate Decision: 25bp hike to 2 percent","",1,"05.07.2011 09:30:00","NaT"
"05.07.2011 04:30:00","NaT","UK Official Reserves Changes","Macro Release","UK","Official Reserves Changes","","Bloomberg",1,"05.07.2011 10:30:00","NaT"
"05.07.2011 05:00:00","NaT","EA Retail Sales & EA Retail Trade","Macro Release","EA","Retail Sales & EA Retail Trade","","Bloomberg",1,"05.07.2011 11:00:00","NaT"
"05.07.2011 05:00:00","NaT","Riksbank: Press Conference","Central Bank","Riksbank","Press Conference","PC","",1,"05.07.2011 11:00:00","NaT"
"05.07.2011 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"05.07.2011 11:15:00","NaT"
"05.07.2011 10:00:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"05.07.2011 16:00:00","NaT"
"05.07.2011 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 9127953B5","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110705_1.pdf",1,"05.07.2011 17:00:00","NaT"
"05.07.2011 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 9127954A6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110630_1.pdf",1,"05.07.2011 17:35:00","NaT"
"05.07.2011 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 9127953M1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2011/A_20110630_2.pdf",1,"05.07.2011 17:35:00","NaT"
"05.07.2011 14:06:00","NaT","Ad Hoc: Sovereign Credit Ratings","Ad Hoc","Sovereign Credit Ratings","","Moody’s cut Portugal’s credit rating to junk. The long-term government bond ratings were lowered to Ba2, by four notches from Baa1.","Bahaj (2019)",0,"05.07.2011 20:06:00","NaT"
"05.07.2011 19:00:00","NaT","UK BRC Shop Price Index","Macro Release","UK","BRC Shop Price Index","","Bloomberg",1,"06.07.2011 01:00:00","NaT"
"06.07.2011 01:00:00","NaT","JP Cabinet Office Indices","Macro Release","JP","Cabinet Office Indices","","Bloomberg",1,"06.07.2011 07:00:00","NaT"
"06.07.2011 02:00:00","NaT","FI GDP","Macro Release","FI","GDP","","Bloomberg",1,"06.07.2011 08:00:00","NaT"
"06.07.2011 03:00:00","NaT","DK Industrial Production and Orders","Macro Release","DK","Industrial Production and Orders","","Bloomberg",1,"06.07.2011 09:00:00","NaT"
"06.07.2011 03:00:00","NaT","UK Halifax House Prices","Macro Release","UK","Halifax House Prices","","Bloomberg",1,"06.07.2011 09:00:00","NaT"
"06.07.2011 03:30:00","NaT","AT Wholesale Price Index","Macro Release","AT","Wholesale Price Index","","Bloomberg",1,"06.07.2011 09:30:00","NaT"
"06.07.2011 05:05:00","NaT","DE Auction Result Note","Auction","DE Result","Note","ISIN DE0001137347","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"06.07.2011 11:05:00","NaT"
"06.07.2011 06:00:00","NaT","DE Factory Orders","Macro Release","DE","Factory Orders","","Bloomberg",1,"06.07.2011 12:00:00","NaT"
"06.07.2011 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"06.07.2011 15:00:00","NaT"
"06.07.2011 09:43:00","NaT","Ad Hoc: European Sovereign Debt Crisis","Ad Hoc","European Sovereign Debt Crisis","","FM Tremonti gave a speech in which he gave details on the latest version of the Italian budget.","Bahaj (2019)",0,"06.07.2011 15:43:00","NaT"
